OBSID,teacher_turn_idx,teacher_text,student_turn_idx,student_text,matched_keywords,context_window,is_shutdown,confidence,reasoning
841,99,Nope. I’m thinking of one word that was a key word. Student A?,98,I think it was how many times does ?,nope,"[student] Divide?
[teacher] No. Close. Do know what your key word was, Student T? Student P, do you know what her key word was?
[student] I think it was how many times does ?
[teacher] Nope. I’m thinking of one word that was a key word. Student A? <<<
[student] .
[teacher] No. That’s what Student T said.",True,0.7,Teacher dismisses student's attempt to identify the key word and calls on another student without engaging with the reasoning.
998,159,Nope.,158,X 5 7.,nope,"[teacher] So that is one. What is the next step in this process? No.
[student] I don't know.
[student] X 5 7.
[teacher] Nope. <<<
[student] .
[teacher] And what is 56 and seven?",True,0.75,Teacher gives bare 'Nope' to student's mathematical answer with no explanation or scaffolding.
1101,315,Nope.,314,7 on top of 7 at the bottom.,nope,"[student] 7 plus 7 is 14.
[teacher] Where do you see 7 plus 7?
[student] 7 on top of 7 at the bottom.
[teacher] Nope. <<<
[student] That’s 7 –
[teacher] 7 plus 4.",True,0.8,Teacher gives bare 'Nope' to student's mathematical observation about the numbers without explanation.
1140,155,Nope.,154,It would be negative -,nope,"[student] Negative six, plus -
[teacher] So now what do I do?
[student] It would be negative -
[teacher] Nope. <<<
[student] You multiply
[teacher] I multiply. What do I multiply?",True,0.8,Teacher gives bare 'Nope' to student's mathematical step about negative numbers without explaining why.
2056,6,"Nope, Student B?",5,Two and two-tenths.,nope,"[student] Nine-tenths.
[teacher] Nine-tenths is the correct answer, nine-tenths. What is the next one, number 17, Student M?
[student] Two and two-tenths.
[teacher] Nope, Student B? <<<
[student] Two and two-hundredths.
[teacher] Two and two-hundredths. Okay. Number 18, Student C?",True,0.85,Teacher dismisses student's decimal answer and immediately calls on another student without explanation.
2396,220,Nope.,219,You can always go with the following numbers; the dollars. Or you can go $3.00 plus $1.00 –,nope,"[multiple students] Eight.
[teacher] How much money has spent on one, two, three objects? $8.15. The question is how much change? What is my second equation going to be? Student A?
[student] You can always go with the following numbers; the dollars. Or you can go $3.00 plus $1.00 –
[teacher] Nope. <<<
[student] – plus $2.00.
[teacher] I don’t need a second strategy right now. My question is she has spent $8.15, she used a $10.00 bill; she spent 10 – she had 10.",True,0.75,Teacher gives bare 'Nope' dismissing student's mathematical strategy without engaging with the approach.
2405,278,Nope. It’s one of – it’s -,277,Eighteen?,nope,"[student] right there?
[teacher] Okay. Draw it. Now, what number is this, over here?
[student] Eighteen?
[teacher] Nope. It’s one of – it’s - <<<
[student] Seven?
[teacher] Okay. Yep. Seven. And what did you break this down into?",True,0.6,Teacher dismisses student's answer with 'Nope' and incomplete explanation; minimal engagement with student's thinking.
2628,98,Nope. 6 plus 8!?,97,28.,nope,"[student] You put the H that’s on the other side and then put the 6 that’s on top put it on the bottom, then you add both of the sides up and you make 28.
[teacher] Not both, you add all sides. So what’s 6 plus 8?
[student] 28.
[teacher] Nope. 6 plus 8!? <<<
[student] 14.
[teacher] 14 thank you. Plus 6 more?",True,0.7,Teacher dismisses student's perimeter answer with frustrated tone ('6 plus 8!?') implying the error should be obvious.
2944,340,"Go to your next rectangle. Nope. I want half. I want to see halves. Go to your next rectangle. Okay. I’m waiting for you. Find the new way so that Student M and Student A, you could both have an equal amount of that candy bar, okay? Well, you know what? You’re not at your next rectangle yet, so here. . I’m going to get a different, not chocolate bar – example for people, okay? It will be pizza, okay? Let’s see. I want to see another way to make one-half on your papers. Student M, shh. Are we done, girls?",339,You can do two-sixths.,nope,"[student] .
[teacher] Twenty-four. I want you to find another way – not the way that we used the first time – we could find another way to give me two equal pieces. I want, I want a half. Look at your – look at your paper. I want you to find another way to cut that candy bar in half so that both Student C – no, Student C doesn’t like chocolate. So Student M, and Student A get an equal number of pieces. Go ahead. Go to your next rectangle.
[student] You can do two-sixths.
[teacher] Go to your next rectangle. Nope. I want half. I want to see halves. Go to your next rectangle. Okay. I’m waiting for you. Find the new way so that Student M and Student A, you could both have an equal amount of that candy bar, okay? Well, you know what? You’re not at your next rectangle yet, so here. . I’m going to get a different, not chocolate bar – example for people, okay? It will be pizza, okay? Let’s see. I want to see another way to make one-half on your papers. Student M, shh. Are we done, girls? <<<
[multiple students] Yes.
[teacher] Okay. Label it, like we labeled the first one. I labeled this half, and this half, and I know that one half plus one half is the whole candy bar, okay? Did you find a new way? I’m looking to make sure that my centers are doing what my centers should be doing.",True,0.65,Teacher dismisses student's mathematical contribution of two-sixths without explaining why that equivalent fraction doesn't meet the goal.
4001,183,And – nope. What’s the other? A quadrilateral.,182,And a rhombus.,nope,"[student] A trapezoid.
[teacher] a trapezoid.
[student] And a rhombus.
[teacher] And – nope. What’s the other? A quadrilateral. <<<
[student] Oh.
[teacher] How many degrees in a half- rotation, Student C? A half rotation? You could have used last weeks Weekly to help you. What – do you remember what a full rotation is?",True,0.65,Teacher dismisses student's answer 'rhombus' and supplies the correct answer 'quadrilateral' without explaining why rhombus is wrong.
4661,585,"No, no, no. Nope.",584,eight.,"no_start,nope","[student] One plus one equals two.
[teacher] Yep, and the bottom stays the same. .
[student] eight.
[teacher] No, no, no. Nope. <<<
[student] eight.
[teacher] Nope, you need to remember that, too. The bottom stays the same, because we’re still talking about fourths. We’re not talking about eighths. We’re talking about fourths, okay?",True,0.75,Teacher gives repeated dismissals without explaining why the student's answer of eight is incorrect.
4727,79,Don’t yell out. Nope.,78,a graph.,nope,"[student] A graph.
[student] Gold.
[student] a graph.
[teacher] Don’t yell out. Nope. <<<
[student] Ooh, look at this. It’s gold.
[teacher] Next one. Draw a line segment.",True,0.65,Teacher combines behavioral correction with dismissal of student's mathematical answer without explanation.
4727,621,Nope.,620,"Yeah, minus.",nope,"[student] Minus.
[teacher] What did -
[student] Yeah, minus.
[teacher] Nope. <<<
[student] .
[teacher] Yeah, okay. So it’s like a number sentence, but what are they doing when you do this, do you know? When there’s parenthesis, what do you think they’re doing?",True,0.7,Teacher gives bare 'Nope' to student's claim about minus/subtraction without explanation.
5,403,"That’s wrong. You need to fix that, honey. It’s 37 and one half percent.",402,One -and-a-half.,"thats_wrong,wrong","[teacher] What is it?
[teacher] 37 -and-a-half percent. What have you got?
[student] One -and-a-half.
[teacher] That’s wrong. You need to fix that, honey. It’s 37 and one half percent. <<<
[teacher] 37 and a half. Okay. Five-eighths. Student C, what’s five- eighths. Don’t put that on your mouth, please. What’s five-eighths stand for, Student C?
[teacher] Five-eighths?",True,0.8,Teacher says 'That's wrong' and gives the answer without engaging with how the student arrived at 'one-and-a-half' instead of 37.5%.
134,248,"That means that it’s done wrong, because you’re not concentrating. This is not about how fast you are, how efficient you are. Look at somebody’s paper, because you’ve got to explain to me how did you get the surface area. Look – look at the numbers, eight, 10, six, okay, and think about the surface area, surface area. If this is this, think about surface area.",247,Done.,wrong,"[teacher] Okay. The surface area. I’m just gonna walk around to see what is it that you’re doing. The surface area. I’m gonna give you a clue. If you were the first – if you were the first person to say I got it –
[student] Got it.
[student] Done.
[teacher] That means that it’s done wrong, because you’re not concentrating. This is not about how fast you are, how efficient you are. Look at somebody’s paper, because you’ve got to explain to me how did you get the surface area. Look – look at the numbers, eight, 10, six, okay, and think about the surface area, surface area. If this is this, think about surface area. <<<
[student] Done.
[teacher] Okay. Okay, you two – you and you, go compare answers. Don’t yell it out, and see if you have the same thing.",True,0.7,"Teacher tells student who finished quickly 'That means it's done wrong' - dismissive assumption without checking work, though follows with some guidance."
150,188,"Oh, no, there’s more than four. You guys are wrong. How many’d you have?",187,Four but she fixed it.,wrong,"[student] She knows that.
[teacher] So we’re waiting for Student E. All right, you're counting this but this is the cube. You're trying to fix them? All right, do you see? They had what?
[student] Four but she fixed it.
[teacher] Oh, no, there’s more than four. You guys are wrong. How many’d you have? <<<
[student] I counted —
[teacher] Read your writing.",True,0.65,"Teacher says 'You guys are wrong' about counting errors, somewhat dismissive but follows with a question."
184,82,"No, it's wrong. Look at what it says under mixed review. What's that one little word with an ""e""?",81,"No, I did.","no_start,wrong","[student] Is it okay if you did the real answer?
[teacher] You mean they actually did 975 divided by 11?
[student] No, I did.
[teacher] No, it's wrong. Look at what it says under mixed review. What's that one little word with an ""e""? <<<
[student] Estimate.
[teacher] Estimate. You were supposed to estimate everything, and that's why I went over it yesterday. 3,210 rounds to 3,000 times 50. Remember, we did these before. We did find the pattern and do the basic fact. How many zeros do I need?",True,0.7,"Teacher says 'No, it's wrong' dismissively to student who computed the real answer instead of estimating, though follows with a redirect."
265,127,"What did you get? He's doing it wrong. You’ve got your radius. You need another paper. You need to start working here. This is too confusing. Okay. Start cleaning up. One, two, three, eyes on me.",126,22.4.,wrong,"[student] It's supposed to be the same answer.
[teacher] Now what are you multiplying by? . Clean up in about 20 seconds. Careful. I don't want you falling. Which one is it?
[student] 22.4.
[teacher] What did you get? He's doing it wrong. You’ve got your radius. You need another paper. You need to start working here. This is too confusing. Okay. Start cleaning up. One, two, three, eyes on me. <<<
[student] One, two, eyes on you.
[teacher] Okay. Let me tell you where you're going now. Waiting on you. We will continue to rotate as we're going through, but I do see more and more people talking to their group members about what they did wrong, especially on their tests. Also when you're doing the game, you're talking about why the answers are supposed to be the way they are to help you better understand all these different formulas for these areas, because sometimes when you use the wrong formula you get the wrong answer, and you've got to make sure that the formula is matching your shape.",True,0.65,"Teacher says 'He's doing it wrong' about a student's work without explaining to the student what's wrong, somewhat dismissive."
324,181,"No that’s wrong, you did Pi times 6, you didn’t square it. Okay, Pi times 36 so you made a computation error. You’re really course you just.",180,Yeah.,"no_start,thats_wrong,wrong","[student] then you gotta do Pi times radius squared which is 36
[teacher] Pi times 36 did you do Pi times 36?
[student] Yeah.
[teacher] No that’s wrong, you did Pi times 6, you didn’t square it. Okay, Pi times 36 so you made a computation error. You’re really course you just. <<<
[student] Oh yeah I kinda messed up.
[teacher] You made a computation error.",True,0.75,"Teacher says 'No that's wrong, you did Pi times 6, you didn't square it' - does explain the error briefly but delivery is blunt dismissal."
519,88,"There is no 19.2. You got it wrong there. The answers are given to you right here. If the answer is not in here, you know that you got it wrong, okay. Quick, you have two more minutes. Let's go. And turn to the person next to you and discuss your answers please.",86,And they're right.,wrong,"[teacher] All right, go on.
[teacher] I showed you this, 8 and eight-sixteenths plus 8, 24, 32, 40, okay. Before we get to the 40 we have a 10 here, 2 and 2 and 2 and 2 and 2. That's a 10. Plus 40, that's 41 right here, 41. All right, go on to the next one, buddy. Go on to the next one. If you're done with the first one, go on to the next one. We have four of them right here. he's got them all right.
[student] And they're right.
[teacher] There is no 19.2. You got it wrong there. The answers are given to you right here. If the answer is not in here, you know that you got it wrong, okay. Quick, you have two more minutes. Let's go. And turn to the person next to you and discuss your answers please. <<<
[teacher] 32, this is wrong. This is not 32 because you're missing one, one, two, three, four. You need a fifth. You have five sides there, five sides. It's a pentagon. It's a pentagon, five sides. Five sides.
[teacher] All right, done? Almost? All right, let's hustle up please. good job, good job, great job. Let me see what you have. Compare your answer with hers please. Compare your answer with her. This is fine. Okay, let her compare yours. Compare together please. Yes, sir. Did you find them all?",True,0.7,"Teacher says 'You got it wrong there' and 'If the answer is not in here, you know that you got it wrong' - somewhat dismissive with time pressure, no engagement with reasoning."
555,543,"Well, you know what, I’m curious, no. You may not. It’s not gonna go together. I can prove you wrong 100 percent of the time on that one.",542,"Oh, poop. Can I still try to do it this way?",wrong,"[teacher] Yeah, for real. If this is gonna get put together, that’s the way we create a three dimensional cylinder.
[teacher] All right. Shush. Well, I’m curious. Shush. Excuse you.
[student] Oh, poop. Can I still try to do it this way?
[teacher] Well, you know what, I’m curious, no. You may not. It’s not gonna go together. I can prove you wrong 100 percent of the time on that one. <<<
[student] What do you think?
[teacher] I’m curious to see which students are actually gonna accomplish it. Student C, I see that you are squeezing yours to a point where you’re destroying it. Okay, wow. Get out. Really. Get out.",True,0.65,Teacher says 'I can prove you wrong 100 percent' - somewhat dismissive of student wanting to try different approach to building cylinder.
620,80,That’s wrong. Following directions. Yes?,79,I could have found one <inaudible>,"thats_wrong,wrong","[student] The words.
[teacher] The words, because that’s what it ask for. You need to pay attention to directions. Yes?
[student] I could have found one <inaudible>
[teacher] That’s wrong. Following directions. Yes? <<<
[student] <inaudible>
[teacher] Huh? Okay. Any other questions about the first one? Student K. you have a question?",True,0.7,"Teacher says 'That's wrong. Following directions.' - dismissive with minimal engagement, though context is about following directions rather than math reasoning."
658,376,Excuse me? Well they're wrong. Go back and do them again.,375,I'm done with them.,wrong,"[teacher] Zero, decimal, zero, 8. It's 8-hundredths. You're writing 8- tenths. So 72, 9. Now bring it down and 2 goes into 10 how many times? Student A, can you put your things together?
[teacher] Yes, put it in your tabs. You didn’t go into the 24. You can just throw it away and forget about it. You have the 24. You have to bring down a zero and 2 goes into 10. You need to go back and look at those.
[student] I'm done with them.
[teacher] Excuse me? Well they're wrong. Go back and do them again. <<<
[student] How do you know all of them are wrong?
[teacher] I'm only looking at those first three that I want you to go back and work on. Student J, get me what printed.",True,0.75,Teacher says 'Well they're wrong. Go back and do them again.' - dismissive without explaining what's wrong.
796,59,"Yes, it's wrong. Just put it here. Honey, why wouldn't you use common sense and go around? It's really not that hard. I'm ready to give checks for not turning off your voices. I've already counted down and you're still running your mouths. Okay. We're about to watch two different brain pops. It's a review on decimals. You will do the quiz at the end for a grade, so I suggest you pay attention. I will let you watch it twice. You're not leaving today. I'm sorry. You guys have missed too many video tapings. Let's go ahead and turn off the light. Don't worry. I'll turn it up. I'll rewind it in just a second.",58,"Is this wrong or right, because—",wrong,"[student] 12 was what?
[teacher] 31.164. Were you not listening? 72. Boys and girls, remember, this was a review. It's not something new. There should be no excuses for everybody to get As and Bs on this assignment. No excuses for it. Right now grades are not looking good for the last 9 weeks. I have not seen grades that looked this bad so far. Okay. Student D, go ahead and give the papers back to the owner so they can have a look. Student D is coming around to collect it. Please face them the same direction for me please. 5, 4 – 27 is twenty and five tenths. Did you change it? It looks like it's been erased. Circle the whole problem so I'll look at it. Put it right here. That one is. 5, 4, 3, 2 –
[student] Is this wrong or right, because—
[teacher] Yes, it's wrong. Just put it here. Honey, why wouldn't you use common sense and go around? It's really not that hard. I'm ready to give checks for not turning off your voices. I've already counted down and you're still running your mouths. Okay. We're about to watch two different brain pops. It's a review on decimals. You will do the quiz at the end for a grade, so I suggest you pay attention. I will let you watch it twice. You're not leaving today. I'm sorry. You guys have missed too many video tapings. Let's go ahead and turn off the light. Don't worry. I'll turn it up. I'll rewind it in just a second. <<<
[teacher] More, more. Basically a decimal is a number that's based on the number 10. Actually, all of our numbers are decimals because our number system is based on 10. Even the word decimal comes from the Latin word for 10, decum. When people talk about decimals, they're talking about numbers that are only parts of a whole. Imagine you've got a rectangle that represents one whole object. If you divide it into 10, smaller, equal- sized rectangles, you now have 10 parts of 1, tenths. If you divide each of those into 10 smaller rectangles, you then have 10 times 10 or 100 parts of 1, hundredths. Then if you divide those into 10 smaller rectangles, you have 10 times 100, or 1,000 parts of 1, thousandths. All of these fractions, tenths, hundredths, and thousandths, are called decimal units. Writing a decimal is pretty easy. In our number system, I can count from 0 to 9 in a place. Each place increases by the power of 10. Because decimal units are smaller than one unit, you actually move to the right of the decimal place. To do that, meet this guy, the decimal point. Numbers to the left of the decimal point are whole numbers, and numbers to the right are decimals. Except for the units, every place on the left side has a decimal equivalent on the right, tens and tenths, hundreds and hundredths, thousandths and thousandths. This number is thirty-nine and eighty-three hundredths. Actually, decimals are really important. We use them everyday to talk about money. Right, one cent is just one hundredth of a dollar. We also use decimals for weight, measuring distances, baseball statistics, temperatures, and even stock prices. Do you need more reasons? Well, arithmetic is a lot easier with decimals than it is with fractions. As long as you line the decimal points up, you can add and subtract them just like whole numbers. Also, decimal numbers are easier to compare. By adding zeros to the right of the shorter number to make the numbers the same length, you can tell right away which one is bigger. Zero is just a place holder. Adding zeros to the right of the decimal doesn't change the value of the number. Some numbers do go on adding zeros to the right forever. For example, the decimal equivalent of the fraction one third starts out as .333, and just keeps going on and on. These decimals are called repeating decimals. You could round that number off to three tenths, or thirty- three hundredths, but it's more accurate to put a line over the last number. That line indicates that the number keeps on going. Decimals that end are called terminating decimals, but some decimals, called irrational numbers, don't end or repeat. One example is pi, which is the ratio or circumference of circle to its diameter. Pi starts off 3.14159 – then it just keeps going for so long that scientists have found millions of its decimals without any repeating pattern. Convinced yet? One hundredth of a second. See? Decimals matter.
[teacher] Okay. Now we're going to do it one more time.",True,0.7,"Teacher says 'Yes, it's wrong. Just put it here.' dismissively without explaining the error, then moves to behavior management."
867,180,"No, I don't think he is. You've got the wrong answer.",179,You have six sixths. That's a 2.,"no_start,wrong","[student] Yes you are.
[teacher] No.
[student] You have six sixths. That's a 2.
[teacher] No, I don't think he is. You've got the wrong answer. <<<
[student] So this was right?
[teacher] Yes. Student A, no baby. How many factors does it have? Not fact families, factors. Swipe it, Student J. 1, 2, 3, 4, 5, 6. Swipe it. No, Student T. 3 isn't even an answer choice, dude. I thought it was a – I didn't know. It looked like a 3. Student A, do you see why you missed it?",True,0.65,"Teacher says 'No, I don't think he is. You've got the wrong answer.' - dismisses student's claim without explaining why."
910,14,"I think you maybe rewrote it wrong. Student E, what do you get?",13,I –,wrong,"[student] One and five fourths.
[teacher] All right, well it definitely can’t be five fourths. So we’re gonna go – we’ll come – we’re gonna show that. What do you have Student J?
[student] I –
[teacher] I think you maybe rewrote it wrong. Student E, what do you get? <<<
[student] Two and five fourteenths.
[teacher] All right, this problem is the one in the whole paper that I wanna look at. All right, so it’s got one and six sevenths plus a half. What’s the first thing I need to do? Find the least common denominator. What’s the least common denominator?",True,0.7,Teacher says 'I think you maybe rewrote it wrong' then immediately calls on another student without engaging with student's reasoning.
910,79,"Good, four and seven ninths. These are like the give me problems. You better never get wrong. Student S, eleven.",78,Four and seven ninths.,wrong,"[multiple students] 2.
[teacher] 2, it’s 2. It’s 2. All right, go on the back. We just got a few problems to go. All right, sh. So these are really simple – converting. All right, let’s see – converting to mixed numbers. Student L, quick, ten.
[student] Four and seven ninths.
[teacher] Good, four and seven ninths. These are like the give me problems. You better never get wrong. Student S, eleven. <<<
[student] .
[teacher] Good, now we’re going to improper fractions. Student G, number twelve.",True,0.75,"Teacher says 'these are the give me problems, you better never get wrong' which is a dismissive/shaming comment about the difficulty level."
910,277,"No, you got it wrong. Dude, think about it. Man, you’re gonna kick yourself. All right, I will give – I will pass along while you’re working. So Student R, what’d you come up with?",276,4.,"no_start,wrong","[student] .
[teacher] That’s – what is that?
[student] 4.
[teacher] No, you got it wrong. Dude, think about it. Man, you’re gonna kick yourself. All right, I will give – I will pass along while you’re working. So Student R, what’d you come up with? <<<
[student] X times itself plus 3 equals Y.
[teacher] Okay, now how do we write X times itself in math, Student R?",True,0.9,"Teacher says 'No, you got it wrong. Dude, think about it. Man, you're gonna kick yourself' then immediately moves to another student without engaging reasoning."
924,209,You gave me the wrong answer already. Who's next over here? Student S?,208,Six and two sixths?,wrong,"[student] I'm not ready.
[teacher] Who's next over here, Student J?
[student] Six and two sixths?
[teacher] You gave me the wrong answer already. Who's next over here? Student S? <<<
[student] Six and two thirds.
[teacher] Six and two thirds. What's your common denominator here, people? One half becomes what? Look up here at the board.",True,0.9,Teacher says 'You gave me the wrong answer already' and immediately calls on another student without engaging with the student's mathematical thinking.
924,225,No. Back over here. Who's over here? Should you all continue to work if you got the same wrong answer that someone else has given? Should you keep working at it?,224,One and forty-eight hundredths.,"no_start,wrong","[student] One and one sixth.
[teacher] No. Sorry. Who's next on this team?
[student] One and forty-eight hundredths.
[teacher] No. Back over here. Who's over here? Should you all continue to work if you got the same wrong answer that someone else has given? Should you keep working at it? <<<
[multiple students] Yes.
[teacher] Okay. Where are we?",True,0.8,"Teacher says 'No' to student's answer and moves to next team, using 'wrong answer' rhetorically without engaging with the student's reasoning."
